"DOI";"Paper_ID";"Title";"Climate_AD";"From_ecosys";"To_ecosys";"Coupling";"Mattyp1";"Mattyp2";"Flow"
"251";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";306
"252";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";301.5
"253";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";369
"254";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";265.7657658
"255";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";184.6846847
"256";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";477
"257";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";267.75
"258";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";162
"259";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";180
"260";"10.1071/MF08247";59;"Composition and dynamics of allochthonous organic matter inputs and benthic stock in a Brazilian stream";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";318.6
"261";"10.1111/j.1365-2427.2004.01239.x";60;"Flow extremes and benthic organic matter shape the metabolism of a headwater Mediterranean stream";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";231.775
"262";"10.1111/j.1365-2427.2006.01620.x";61;"Bacterial production in the carbon flow of a central European stream, the Breitenbach";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.076785714
"273";"10.4319/lo.2012.57.4.1048";62;"Terrestrial organic matter support of lake food webs: Evidence from lake metabolism and stable hydrogen isotopes of consumers";"Boreal";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";465
"288";"10.1016/S0304-3770(96)01064-10";63;"A partial budget of primary organic carbon flows in the littoral zone of a hardwater lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";47
"297";"10.1111/fwb.12474";64;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";502
"298";"10.1111/fwb.12474";64;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";1481
"299";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.1526192
"300";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.1660856
"301";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.0628432
"302";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.2154624
"303";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.5611
"304";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.2827944
"305";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.9516256
"306";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.3725704
"307";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.2523752
"308";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.7720736
"309";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.426436
"310";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.2648392
"311";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.032424
"312";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.2299312
"313";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.6374096
"314";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.5082368
"315";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.0683344
"316";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.0234464
"317";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";2.3700864
"318";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";3.3127344
"319";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";5.2698512
"320";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.1222
"321";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";2.4778176
"322";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.4543712
"323";"10.1007/s00442-013-2643-6";66;"Leaf litter quality affects aquatic insect emergence: Contrasting patterns from two foundation trees";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.741257129
"324";"10.1007/s00442-013-2643-6";66;"Leaf litter quality affects aquatic insect emergence: Contrasting patterns from two foundation trees";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.815765693
"327";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";9.493126854
"328";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";9.493126854
"329";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";5.7036
"330";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.854634667
"331";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";8.021414099
"332";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";8.021414099
"333";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";2.056704982
"334";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.339563937
"335";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";463.9485666
"336";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";467.8745907
"337";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";467.8745907
"338";"10.1371/journal.pone.0036462";68;"Forest-stream linkages: Effects of terrestrial invertebrate input and light on diet and growth of brown trout (salmo trutta) in a boreal forest stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";3.03676
"339";"10.1371/journal.pone.0036462";68;"Forest-stream linkages: Effects of terrestrial invertebrate input and light on diet and growth of brown trout (salmo trutta) in a boreal forest stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";3.029072
"340";"10.1007/s10641-014-0250-y";69;"Woody debris and terrestrial invertebrates _ effects on prey resources for brown trout (Salmo trutta) in a boreal stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";7.511176
"341";"10.1007/s10641-014-0250-y";69;"Woody debris and terrestrial invertebrates _ effects on prey resources for brown trout (Salmo trutta) in a boreal stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";8.018584
"347";"10.1016/j.scitotenv.2016.10.156";70;"Cross-ecosystem fluxes: Export of polyunsaturated fatty acids from aquatic to terrestrial ecosystems via emerging insects";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";24.58816273
"348";"10.1016/j.scitotenv.2016.10.156";70;"Cross-ecosystem fluxes: Export of polyunsaturated fatty acids from aquatic to terrestrial ecosystems via emerging insects";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";24.58816273
"349";"10.1899/08-038.1";71;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.018392
"350";"10.1899/08-038.1";71;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.291232
"351";"10.1899/08-038.1";71;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";140.6892
"352";"10.1899/08-038.1";71;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";135.4164
"358";"10.1134/S199542551604003X";72;"Fluxes of biomass and essential polyunsaturated fatty acids from water to land via chironomid emergence from a mountain lake";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.47952
"372";"10.1080/02705060.2004.9664522";73;"Magnitude and fate of salmon-derived nutrients and energy in a coastal stream ecosystem";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";11.30434783
"377";"10.1139/F03-172";74;"Effects of the abundance of spawning sockeye salmon ( Oncorhynchus nerka ) on nutrients and algal biomass in forested streams";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";53.75
"378";"10.1139/F03-172";74;"Effects of the abundance of spawning sockeye salmon ( Oncorhynchus nerka ) on nutrients and algal biomass in forested streams";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";31.33333333
"379";"10.1139/F03-172";74;"Effects of the abundance of spawning sockeye salmon ( Oncorhynchus nerka ) on nutrients and algal biomass in forested streams";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";27.6
"380";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";5.053641523
"381";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";1.82102999
"382";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";2.413714637
"383";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.069308237
"384";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";1.352783462
"385";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";15.97982481
"386";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";6.103588147
"387";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";3.137412096
"388";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";2.966428838
"389";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.920132045
"390";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";2.849167872
"391";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";9.39009792
"392";"10.1139/F03-045";75;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";1.66973184
"393";"10.1139/f92-038";76;"Coarse particulate detritus dynamics in small, montane streams of southwestern British Columbia";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";127.625
"394";"10.1139/f92-038";76;"Coarse particulate detritus dynamics in small, montane streams of southwestern British Columbia";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";232.5
"395";"10.1139/f92-038";76;"Coarse particulate detritus dynamics in small, montane streams of southwestern British Columbia";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";105.375
"440";"10.1023/A:1003037200703";77;"The macrobenthos of the pristine stream, Skiftessaa, Hylandet, Norway";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.00865272
"452";"10.1134/S1995425516040107";78;"Emergence of amphibiotic insects from a floodplain lake in the Usman Forest in the Central Russian forest steppe";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.830086824
"453";"";79;"Emergence of Trichoptera from Findley Lake and two ponds in the coniferous forest of the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.020429303
"454";"";79;"Emergence of Trichoptera from Findley Lake and two ponds in the coniferous forest of the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.097614951
"455";"";80;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska ";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.84769809
"456";"";80;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska ";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.305672459
"457";"";80;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska ";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.313698435
"458";"10.1111/oik.01524";81;"Boomerang ecosystem fluxes: Organic carbon inputs from land to lakes are returned to terrestrial food webs via aquatic insects";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";7.2
"459";"10.1111/oik.01524";81;"Boomerang ecosystem fluxes: Organic carbon inputs from land to lakes are returned to terrestrial food webs via aquatic insects";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";6.4
"460";"";82;"Dispersal of Terrestrial Plant Litter into a Subalpine Lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";1.543859649
"461";"10.1007/s00027-008-8074-5";83;"Airborne carbon deposition on a remote forested lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"POC";"POC-DOC";1.81
"462";"10.1007/s00027-008-8074-5";83;"Airborne carbon deposition on a remote forested lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"POC";"POC-DOC";7.8735
"464";"10.1134/S1995425516040053";84;"Substance and energy flows formed by the emergence of amphibiotic insects across the water_air boundary on the floodplain lakes of the Volga River";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.681245781
"465";"10.1007/s10021-008-9194-4";85;"Periodical cicada detritus impacts stream ecosystem metabolism";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.141447529
"466";"10.1139/cjfas-2015-0548";86;"Invasive European bird cherry (Prunus padus) reduces terrestrial prey subsidies to urban Alaskan salmon streams";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.15624
"467";"10.1139/cjfas-2015-0548";86;"Invasive European bird cherry (Prunus padus) reduces terrestrial prey subsidies to urban Alaskan salmon streams";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.372465
"468";"10.1139/cjfas-2015-0548";86;"Invasive European bird cherry (Prunus padus) reduces terrestrial prey subsidies to urban Alaskan salmon streams";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.1674
"469";"10.1139/cjfas-2015-0548";86;"Invasive European bird cherry (Prunus padus) reduces terrestrial prey subsidies to urban Alaskan salmon streams";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.495225
"475";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.123
"476";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";47.407
"477";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.358
"478";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.935
"479";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Small amphib.";"Vertebrates";127.326
"480";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Small amphib.";"Vertebrates";80.601
"481";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Small amphib.";"Vertebrates";42.011
"482";"10.1007/s00027-013-0320-9";87;"How hydroperiod and species richness affect the balance of resource flows across aquatic-terrestrial habitats";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Small amphib.";"Vertebrates";39.994
"518";"10.1073/pnas.1614778114";88;"Annual mass drownings of the Serengeti wildebeest migration influence nutrient cycling and storage in the Mara River";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Carcass";"Vertebrates";136.8
